"ID","Year","Park","Team","Name","Franchise_Name","Games","Wins","Losses","Attendance"
"2007","1988","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","91","71","3030672"
"2008","1988","County Stadium","ML4","Milwaukee Brewers","Milwaukee Brewers","162","87","75","1923238"
"2009","1988","Stade Olympique","MON","Montreal Expos","Washington Nationals","163","81","81","1478659"
"2010","1988","Yankee Stadium II","NYA","New York Yankees","New York Yankees","161","85","76","2633701"
"2011","1988","Shea Stadium","NYN","New York Mets","New York Mets","160","100","60","3055445"
"2012","1988","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","104","58","2287335"
"2013","1988","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","65","96","1990041"
"2014","1988","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","160","85","75","1866713"
"2015","1988","Jack Murphy Stadium","SDN","San Diego Padres","San Diego Padres","161","83","78","1506896"
"2016","1988","Kingdome","SEA","Seattle Mariners","Seattle Mariners","161","68","93","1022398"
"2017","1988","Candlestick Park","SFN","San Francisco Giants","San Francisco Giants","162","83","79","1785297"
"2018","1988","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","76","86","2892799"
"2019","1988","Arlington Stadium","TEX","Texas Rangers","Texas Rangers","161","70","91","1581901"
"2020","1988","Exhibition Stadium","TOR","Toronto Blue Jays","Toronto Blue Jays","162","87","75","2595175"
"2021","1989","Atlanta-Fulton County Stadium","ATL","Atlanta Braves","Atlanta Braves","161","63","97","984930"
"2022","1989","Memorial Stadium","BAL","Baltimore Orioles","Baltimore Orioles","162","87","75","2535208"
"2023","1989","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","83","79","2510012"
"2024","1989","Anaheim Stadium","CAL","California Angels","Los Angeles Angels of Anaheim","162","91","71","2647291"
"2025","1989","Comiskey Park","CHA","Chicago White Sox","Chicago White Sox","161","69","92","1045651"
"2026","1989","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","93","69","2491942"
"2027","1989","Riverfront Stadium","CIN","Cincinnati Reds","Cincinnati Reds","162","75","87","1979320"
"2028","1989","Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians","162","73","89","1285542"
"2029","1989","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","162","59","103","1543656"
"2030","1989","Astrodome","HOU","Houston Astros","Houston Astros","162","86","76","1834908"
"2031","1989","Royals Stadium","KCA","Kansas City Royals","Kansas City Royals","162","92","70","2477700"
"2032","1989","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","160","77","83","2944653"
"2033","1989","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","80","82","2277438"
"2034","1989","County Stadium","ML4","Milwaukee Brewers","Milwaukee Brewers","162","81","81","1970735"
"2035","1989","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","81","81","1783533"
"2036","1989","Yankee Stadium II","NYA","New York Yankees","New York Yankees","161","74","87","2170485"
"2037","1989","Shea Stadium","NYN","New York Mets","New York Mets","162","87","75","2918710"
"2038","1989","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","99","63","2667225"
"2039","1989","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","163","67","95","1861985"
"2040","1989","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","164","74","88","1374141"
"2041","1989","Jack Murphy Stadium","SDN","San Diego Padres","San Diego Padres","162","89","73","2009031"
"2042","1989","Kingdome","SEA","Seattle Mariners","Seattle Mariners","162","73","89","1298443"
"2043","1989","Candlestick Park","SFN","San Francisco Giants","San Francisco Giants","162","92","70","2059701"
"2044","1989","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","164","86","76","3080980"
"2045","1989","Arlington Stadium","TEX","Texas Rangers","Texas Rangers","162","83","79","2043993"
"2046","1989","Exhibition Stadium /Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","89","73","3375883"
"2047","1990","Atlanta-Fulton County Stadium","ATL","Atlanta Braves","Atlanta Braves","162","65","97","980129"
"2048","1990","Memorial Stadium","BAL","Baltimore Orioles","Baltimore Orioles","161","76","85","2415189"
"2049","1990","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","88","74","2528986"
"2050","1990","Anaheim Stadium","CAL","California Angels","Los Angeles Angels of Anaheim","162","80","82","2555688"
"2051","1990","Comiskey Park","CHA","Chicago White Sox","Chicago White Sox","162","94","68","2002357"
"2052","1990","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","77","85","2243791"
"2053","1990","Riverfront Stadium","CIN","Cincinnati Reds","Cincinnati Reds","162","91","71","2400892"
"2054","1990","Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians","162","77","85","1225240"
"2055","1990","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","162","79","83","1495785"
"2056","1990","Astrodome","HOU","Houston Astros","Houston Astros","162","75","87","1310927"
"2057","1990","Royals Stadium","KCA","Kansas City Royals","Kansas City Royals","161","75","86","2244956"
"2058","1990","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","86","76","3002396"
"2059","1990","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","74","88","1751584"
"2060","1990","County Stadium","ML4","Milwaukee Brewers","Milwaukee Brewers","162","74","88","1752900"
"2061","1990","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","85","77","1373087"
"2062","1990","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","67","95","2006436"
"2063","1990","Shea Stadium","NYN","New York Mets","New York Mets","162","91","71","2732745"
"2064","1990","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","103","59","2900217"
"2065","1990","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","77","85","1992484"
"2066","1990","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","95","67","2049908"
"2067","1990","Jack Murphy Stadium","SDN","San Diego Padres","San Diego Padres","162","75","87","1856396"
"2068","1990","Kingdome","SEA","Seattle Mariners","Seattle Mariners","162","77","85","1509727"
"2069","1990","Candlestick Park","SFN","San Francisco Giants","San Francisco Giants","162","85","77","1975528"
"2070","1990","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","70","92","2573225"
"2071","1990","Arlington Stadium","TEX","Texas Rangers","Texas Rangers","162","83","79","2057911"
"2072","1990","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","86","76","3885284"
"2073","1991","Atlanta-Fulton County Stadium","ATL","Atlanta Braves","Atlanta Braves","162","94","68","2140217"
"2074","1991","Memorial Stadium","BAL","Baltimore Orioles","Baltimore Orioles","162","67","95","2552753"
"2075","1991","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","84","78","2562435"
"2076","1991","Anaheim Stadium","CAL","California Angels","Los Angeles Angels of Anaheim","162","81","81","2416236"
"2077","1991","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","162","87","75","2934154"
"2078","1991","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","160","77","83","2314250"
"2079","1991","Riverfront Stadium","CIN","Cincinnati Reds","Cincinnati Reds","162","74","88","2372377"
"2080","1991","Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians","162","57","105","1051863"
"2081","1991","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","162","84","78","1641661"
"2082","1991","Astrodome","HOU","Houston Astros","Houston Astros","162","65","97","1196152"
"2083","1991","Royals Stadium","KCA","Kansas City Royals","Kansas City Royals","162","82","80","2161537"
"2084","1991","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","93","69","3348170"
"2085","1991","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","95","67","2293842"
"2086","1991","County Stadium","ML4","Milwaukee Brewers","Milwaukee Brewers","162","83","79","1478729"
"2087","1991","Stade Olympique","MON","Montreal Expos","Washington Nationals","161","71","90","934742"
"2088","1991","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","71","91","1863733"
"2089","1991","Shea Stadium","NYN","New York Mets","New York Mets","161","77","84","2284484"
"2090","1991","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","84","78","2713493"
"2091","1991","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","78","84","2050012"
"2092","1991","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","98","64","2065302"
"2093","1991","Jack Murphy Stadium","SDN","San Diego Padres","San Diego Padres","162","84","78","1804289"
"2094","1991","Kingdome","SEA","Seattle Mariners","Seattle Mariners","162","83","79","2147905"
"2095","1991","Candlestick Park","SFN","San Francisco Giants","San Francisco Giants","162","75","87","1737478"
"2096","1991","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","84","78","2448699"
"2097","1991","Arlington Stadium","TEX","Texas Rangers","Texas Rangers","162","85","77","2297720"
"2098","1991","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","91","71","4001527"
"2099","1992","Atlanta-Fulton County Stadium","ATL","Atlanta Braves","Atlanta Braves","162","98","64","3077400"
"2100","1992","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","89","73","3567819"
"2101","1992","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","73","89","2468574"
"2102","1992","Anaheim Stadium","CAL","California Angels","Los Angeles Angels of Anaheim","162","72","90","2065444"
"2103","1992","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","162","86","76","2681156"
"2104","1992","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","78","84","2126720"
"2105","1992","Riverfront Stadium","CIN","Cincinnati Reds","Cincinnati Reds","162","90","72","2315946"
"2106","1992","Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians","162","76","86","1224094"
"2107","1992","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","162","75","87","1423963"
"2108","1992","Astrodome","HOU","Houston Astros","Houston Astros","162","81","81","1211412"
"2109","1992","Royals Stadium","KCA","Kansas City Royals","Kansas City Royals","162","72","90","1867689"
"2110","1992","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","63","99","2473266"
"2111","1992","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","90","72","2482428"
"2112","1992","County Stadium","ML4","Milwaukee Brewers","Milwaukee Brewers","162","92","70","1857351"
"2113","1992","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","87","75","1669127"
"2114","1992","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","76","86","1748737"
"2115","1992","Shea Stadium","NYN","New York Mets","New York Mets","162","72","90","1779534"
"2116","1992","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","96","66","2494160"
"2117","1992","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","70","92","1927448"
"2118","1992","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","96","66","1829395"
"2119","1992","Jack Murphy Stadium","SDN","San Diego Padres","San Diego Padres","162","82","80","1721406"
"2120","1992","Kingdome","SEA","Seattle Mariners","Seattle Mariners","162","64","98","1651367"
"2121","1992","Candlestick Park","SFN","San Francisco Giants","San Francisco Giants","162","72","90","1560998"
"2122","1992","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","83","79","2418483"
"2123","1992","Arlington Stadium","TEX","Texas Rangers","Texas Rangers","162","77","85","2198231"
"2124","1992","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","96","66","4028318"
"2125","1993","Atlanta-Fulton County Stadium","ATL","Atlanta Braves","Atlanta Braves","162","104","58","3884720"
"2126","1993","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","85","77","3644965"
"2127","1993","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","80","82","2422021"
"2128","1993","Anaheim Stadium","CAL","California Angels","Los Angeles Angels of Anaheim","162","71","91","2057460"
"2129","1993","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","162","94","68","2581091"
"2130","1993","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","163","84","78","2653763"
"2131","1993","Riverfront Stadium","CIN","Cincinnati Reds","Cincinnati Reds","162","73","89","2453232"
"2132","1993","Cleveland Stadium","CLE","Cleveland Indians","Cleveland Indians","162","76","86","2177908"
"2133","1993","Mile High Stadium","COL","Colorado Rockies","Colorado Rockies","162","67","95","4483350"
"2134","1993","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","162","85","77","1971421"
"2135","1993","Joe Robbie Stadium","FLO","Florida Marlins","Florida Marlins","162","64","98","3064847"
"2136","1993","Astrodome","HOU","Houston Astros","Houston Astros","162","85","77","2084618"
"2137","1993","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","84","78","1934578"
"2138","1993","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","81","81","3170393"
"2139","1993","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","71","91","2048673"
"2140","1993","County Stadium","ML4","Milwaukee Brewers","Milwaukee Brewers","162","69","93","1688080"
"2141","1993","Stade Olympique","MON","Montreal Expos","Washington Nationals","163","94","68","1641437"
"2142","1993","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","88","74","2416942"
"2143","1993","Shea Stadium","NYN","New York Mets","New York Mets","162","59","103","1873183"
"2144","1993","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","68","94","2035025"
"2145","1993","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","97","65","3137674"
"2146","1993","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","75","87","1650593"
"2147","1993","Jack Murphy Stadium","SDN","San Diego Padres","San Diego Padres","162","61","101","1375432"
"2148","1993","Kingdome","SEA","Seattle Mariners","Seattle Mariners","162","82","80","2052638"
"2149","1993","Candlestick Park","SFN","San Francisco Giants","San Francisco Giants","162","103","59","2606354"
"2150","1993","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","87","75","2844977"
"2151","1993","Arlington Stadium","TEX","Texas Rangers","Texas Rangers","162","86","76","2244616"
"2152","1993","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","95","67","4057947"
"2153","1994","Atlanta-Fulton County Stadium","ATL","Atlanta Braves","Atlanta Braves","114","68","46","2539240"
"2154","1994","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","112","63","49","2535359"
"2155","1994","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","115","54","61","1775818"
"2156","1994","Anaheim Stadium","CAL","California Angels","Los Angeles Angels of Anaheim","115","47","68","1512622"
"2157","1994","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","113","67","46","1697398"
"2158","1994","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","113","49","64","1845208"
"2159","1994","Riverfront Stadium","CIN","Cincinnati Reds","Cincinnati Reds","115","66","48","1897681"
"2160","1994","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","113","66","47","1995174"
"2161","1994","Mile High Stadium","COL","Colorado Rockies","Colorado Rockies","117","53","64","3281511"
"2162","1994","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","115","53","62","1184783"
"2163","1994","Joe Robbie Stadium","FLO","Florida Marlins","Florida Marlins","115","51","64","1937467"
"2164","1994","Astrodome","HOU","Houston Astros","Houston Astros","115","66","49","1561136"
"2165","1994","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","115","64","51","1400494"
"2166","1994","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","114","58","56","2279355"
"2167","1994","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","113","53","60","1398565"
"2168","1994","County Stadium","ML4","Milwaukee Brewers","Milwaukee Brewers","115","53","62","1268399"
"2169","1994","Stade Olympique","MON","Montreal Expos","Washington Nationals","114","74","40","1276250"
"2170","1994","Yankee Stadium II","NYA","New York Yankees","New York Yankees","113","70","43","1675556"
"2171","1994","Shea Stadium","NYN","New York Mets","New York Mets","113","55","58","1151471"
"2172","1994","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","114","51","63","1242692"
"2173","1994","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","115","54","61","2290971"
"2174","1994","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","114","53","61","1222520"
"2175","1994","Jack Murphy Stadium","SDN","San Diego Padres","San Diego Padres","117","47","70","953857"
"2176","1994","Kingdome","SEA","Seattle Mariners","Seattle Mariners","112","49","63","1104206"
"2177","1994","Candlestick Park","SFN","San Francisco Giants","San Francisco Giants","115","55","60","1704608"
"2178","1994","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","115","53","61","1866544"
"2179","1994","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","114","52","62","2503198"
"2180","1994","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","115","55","60","2907933"
"2181","1995","Atlanta-Fulton County Stadium","ATL","Atlanta Braves","Atlanta Braves","144","90","54","2561831"
